file_index,name,color,oneway,headway1,headway2,faresystem,N
7,S021,3,F,15,15,,"[15095, -24775, 24787, -24801, 24819, -24828, 24845, -24871, 24896, -24930, 24968, -24997, 25037, -25078, 25121, 25156, 25202, -25246, 25283, 25334, 25383, 25429, -25446, 25474, -25520, 25574, -25620, 25663, 25731, 25858, 25911, 25992, -26040, -26046, 26061, 26097, -26102, 26120, -26126, 26125, 26153, -26168, 15148, -26168, -26184, -26205, 15149, -26205, -26204, -26206, -26208, -26212, -26207, 26196, -26192, -26170, -26166, -26163, -26146, 26137]"
7,S033,3,F,15,15,,"[25381, -25430, 25534, 25640, -25685, -25669, -25602, 25512, -25434, 25351, 25318, 25215, 25147, 25077, -25042, 24979, 24949, 24904, 24877, -24858, 24840, -24816, -24790, 24763, 24726, -24670, 24645, -24607, 24568, 24539, 24515, -24490, 24467, 24436, -24425, 24405, -24384, 15086, -24384, -24367, -24342, -24321, -24307, 24279, -24254, 24226, -24127, 24084, 24011, 24142, -24101, 24036, 23962, 23855, 23794, 23726, -23704, 23671, -23648, -23638, -23603, -23574, -23564, -23545, 23506, -23470, -23429, 15069]"
7,S035,3,F,30,30,,"[21889, 21795, -21839, 21884, -21886, 21950, 22104, -22048, 21982, 21916, 21878, -21920, 21978, 22113, -22175, 22197, 22230, 22296, 22423, 22492, -22559, -22587, -22606, -22614, 22638, -22694, 22745, -22820, 22874, -22932, 22986, -23042, 23124, -23168, 23205, -23211, 23219, -23231, 23256, -23303, 23365, -23401, -23443, -23506, -23470, -23429, 15069]"
7,S039,3,F,15,15,,"[25381, -25368, 25342, 25288, 25102, -25028, 24978, -24914, 24870, -24841, -24820, -24785, 24765, -24696, 24647, -24610, -24569, -24541, 24517, -24489, 24461, -24439, 24407, -24372, 24338, -24311, 24281, 24256, 24228, -24210, -24190, 15080, -24190, -24181, -24170, -24157, -24117, -24109, -24099, 24075, -24028, 24005, -23912, -23779, 23699, -23621, -23536, 23498, 23455, -23399, 23342, -23245, -23180, -23104, -23179, -23251, 23279, 23307, 23359, 23445, 23503, -23483, -23448, -23405, 23364, -23429, 15069]"
7,S041,3,F,15,15,,"[15069, -23429, -23349, 23302, -23273, 23195, 23112, 23024, 22982, -22949, 22926, 22917, 22911, -22902, 22866, -22809, 22740, 22704, -22678, 22636, -22586, 22532, 22482, -22456, 22421, 22361]"
7,S045,3,F,15,15,,"[25381, -25312, -25287, 25172, 25044, 25032, 25001, 24902, 24873, -24831, -24802, 24797, -24769, -24720, 24716, -24646, 24566, 24537, 24498, -24476, 24454, -24444, 24426, -24350, 24334, -24395, 24463, -24434, -24406, 24379, 24341, -24309, 24277, 24253, 24229, 24148, 24078, 24041, 23942, -23919, 23895, -23858, 23848, -23819, 23775, -23720, -23677, 10016]"
7,S047,3,F,15,15,,"[10016, -23677, -23720, 23775, 23748, 23685, -23608, 23591, -23610, -23613, 23625, -23652, -23667, 23696, 23770, -23798, -23842, 23854, 23780, 23718, -23662, 23551, 23402, -23315, 23297, 23245, 23180, 23104, -23081, -23062, 23026, -23008, 22974, 22922, 22859, -22805, 22739, -22710, 22692, 22680, 22672, -22664, 22628, -22604, 22583, -22536, 22490, -22466, -22435, 22409, 22386, 22295, -22234, 22193, 22300, -22361, 22421]"
7,S054,7,F,15,15,,"[10016, -23677, -23720, -23775, -23748, 23685, -23608, 23591, -23568, -23550, -23459, -23423, -23403, 23361, -23305, 23216, -23152, 23091, -23023, 22971, -22948, 22909, 22854, 22821, 22789, -22774, 22736, 22675, 22626, 22578, 22525, -22499, -22486, -22470, -22451, 22400, -22367, -22320, -22274, -22227, 22198, 22182, -22165, 22153, -22038, 21962, -21823, 21781, 21736]"
7,S062,7,F,30,60,,"[15068, -23194, -23159, -23138, -23115, -23006, 22969, 22883, -22762, 22696, -22781, 22844, -22756, 22729, -22688, 22621, -22564, 22522, 22459, 22408, 22318, -22292, -22287, 22271, -22259, 22231, 22188, 22129, -22083, 22050, 21959, -21951, -21938, -21917, -21907, 21891, 21849, -21802, 21794, 21775, -21741, 21704, 21659, -21613, 21595, 21637, 21690, -21728, 21781, 21736, -21714, -21693, 21669]"
7,S072,9,F,30,60,,"[24306, 24247, 24186, 24082, 24031, 23983, 23901, 23778, 23707, 23639, -23606, 23566, 23530, 23446, 23411, 23392, 23350, 23300, 23296, -23268, -23214, 23162, -23100, 23028, 23007, -22961, 15063]"
7,S200,3,F,15,15,,"[10016, -23677, -23669, 23642, -23698, 23742, -23796, 23895, -23919, 23942, 24041, 24078, -24130, -24219, 24251, 24281, 24340, 24424, 24467, 24501, 24593, 24648, 24688, 24740, 24756, -24789, 15098, -24789, 24826, 24845, 24864, 24894, 24959, 25025, 25098, 25187, -25211, 25255, -25278, 25294, -25326, 25338, -25360, 25391, -25420, 25439, -25461, 25490, 25510, 25540, 25568, 25586, -25618, 25635, 25658, 25677, -25704, 25720, 25698, 25678, -25719, 25770, -25818, -25874, 25902, 25930, -25947, 25872, 25843, -25802, 25770, -25719, 25678, -25657, 25636, 25616, 25592, 25570, 25545, 25521, 25495, 25476, -25452, 10021]"
7,S201,7,F,30,60,,"[10016, -23677, -23720, -23775, -23819, 23848, -23858, 23895, -23796, 23742, -23663, 23597, -23525, 23467, -23371, 23287, 23252, -23199, 23187, 23078, 23028, -22981, 22908, 22875, 22848, -22818, 22784, -22711, -22641, 22600, -22557, 22511, -22460, 22387, 22317, 22215, -22229, -22255, -22310, 15051, -22310, -22255, -22229, 22215, 22187, 22146, 22125, 22146, -22132, -22122, 22114, 22081, -22061, 22027, -21998, -21973, 10010]"
7,S205,3,F,15,15,,"[10019, -15115, 25263, -25286, -25295, 25329, 25346, 25359, 25396, 25421, 25442, -25460, 25489, 25511, 25536, -25562, 25586, -25621, 25632, -25653, 25674, -25696, 25717, -25738, 25759, -25740, 25715, -25697, 25673, -25652, 25630, -25604, 25583, -25551, 25533, -25503, 25484, 25435, 25357, 25265, 25186, 25108, 25005, 24968, 24933, 24895, 24842, 24788, 24744, -24697, 24620, 24568, 24520, -24448, 24407, 24331, 24292, 24229, 24148, 24078, 24046, -24102, 15077]"
7,S209,3,F,15,15,,"[15068, -23194, -23271, 23287, 23317, 23347, 23434, 23493, -23534, 23577, -23672, 23790, 23832, 23868, 23933, 23995, 24111, 24167, -24195, 24236, 24295, 24341, 24410, 24479, 24517, 24550, 24650, 24726, 24774, 24850, 24898, 24945, -25049, 25066, -25082, 25121, -25141, 25157, 25217, 25273, 25356, 25447, 25550, 25627, 25670, -25707, 25753, -25790, 25825, -25859, 25879, 25920, -25936, 25949, 25985, -25995, 26019, 25986, -25950, 25944, -25923, -25908, 25885, 25873, -25865, -25796, 25773, 25762, 25739, 25718, 25700, 25676, 25661, 25635, 25658, 25677, 25704, 25720, 25698, 25678, -25657, 25636, -25616, 25592, 25570, 25545, 25521, 25495, -25476, -25452, 10021]"
7,S213,7,F,30,30,,"[15062, -22849, 22875, 22848, -22899, 22954, -23027, 23079, -23156, 23227, -23269, -23312, 23353, 23352, -23377, 23419, -23481, 23517, 23540, -23563, 23639, -23688, 23752, -23777, 23817, -23877, 23920, 23986, 24089, 24159, -24222, 24248, 24274, -24305, 24334, -24395, 24463, -24504, 24584, 24647, -24707, 24777, 24840, 24862, 24880, 24976, 24993, 25015, 25063, 25099, -25134, -25143, 25149, 25178, 25202, 25236, 25291, 25355, 25454, 25544, 25593, -25664, 25708, 25751, 25819, 25877, 25918, -25946, -25962, 25981, 26015, 26029, 26078, 26082, 26101, -26168, 15148, -26168, -26184, -26205, 15149, -26205, -26204, -26206, -26208, 26212, -26207, -26196, -26192, -26170, 26166, -26163, -26146, 26137]"
7,S217,3,T,15,15,,"[15050, -22220, 22269, 22392, 22515, 22572, -22684, 22729, 22767, -22807, -22831, -22846, -22847, -22869, 22907, 22971, 23103, -23177, 23245, 23342, -23399, 23455, 23498, -23571, 23650, -23728, 23794, 23865, 23931, -24021, 15078, -24021, -24107, 24168, 24231, -24263, -24275, 24294, 24333, 24402, 24435, 24503, -24545, -24619, 24659, 24729, 24779, 24806, -24854, -24869, -24892, -24919, 24956, -24905, 15101, -24905, 24956, 25021, -25111, 25198, -25245, 25322, 25376, -25477, 25564, 25646, 25555, 25646, 25564, -25477, 25376, 25322, -25245, 25198, -25111, 25021, 24956, -24905, 15101, -24905, 24956, -24919, -24892, -24869, -24854, 24806, 24779, 24729, 24659, -24619, -24545, 24503, 24435, 24402, 24333, 24294, -24275, -24263, 24231, 24168, -24107, -24021, 15078, -24021, 23931, 23865, 23794, -23728, 23650, -23571, 23498, 23455, -23399, 23342, 23245, -23177, 23103, 22971, 22907, -22869, -22850, -22847, -22831, -22807, 22767, 22729, -22684, 22572, 22515, 22392, 22269, -22220, 15050]"
7,S218,7,F,30,30,,"[15050, -22220, 22180, -22128, 22063, -21996, 21948, -21897, -21853, 21812, 21758, -21740, 21678, 21621, -21667, 21712, 21642, 21512, 21555, 21586, 21655, -21722, 21760, 21852, 21915, -21973, 10010]"
7,S220,6,T,15,15,,"[23072, 23171, 23246, -23290, -23346, 23356, -23471, -23485, 23499, -23573, -23611, -23636, -23668, -23693, -23724, 23762, -23839, 23901, -23956, 24004, -24048, -24071, -24080, 24093, -24121, 24154, 24175, 24244, 24310, -24368, 24417, 24465, 24481, 24498, -24533, 24582, -24638, 24717, 24765, 24800, -24839, 24877, 24903, 24975, 24993, 25017, 25046, 25094, 25169, -25181, -25193, -25207, -25228, 25250, 25283, -25315, -25389, 25450, -25498, 25552, 25638, 25683, -25763, 25819, 25877, 25918, -25946, -25962, 25981, 26015, 26029, -26100, -26090, 26072, -26056, -26017, 25949, 25921, 25881, -25862, 25832, -25793, 25759, 25738, -25717, -25696, 25674, 25653, 25632, -25621, 25586, -25562, 25536, -25511, 25489, -25460, 25442, -25421, 25396, -25359, 25346, -25329, -25295, -25286, 25263, -15115, 10019, -15115, 25263, -25286, -25295, -25329, 25346, -25359, 25396, -25421, 25442, -25460, 25489, -25511, 25536, -25562, 25586, -25621, 25632, 25653, 25674, -25696, -25717, 25738, 25759, -25793, 25832, -25862, 25881, 25921, 25949, -26017, -26056, 26072, -26090, -26100, 26029, 26015, 25981, -25962, -25946, 25918, 25877, 25819, -25763, 25683, 25638, 25552, -25498, 25450, -25389, -25315, 25283, 25250, -25228, -25207, -25185, -25181, 25169, 25094, 25046, 25017, 24993, 24975, 24903, 24877, -24839, 24800, 24765, 24717, -24638, 24582, -24533, 24498, 24481, 24465, 24417, -24368, 24310, 24244, 24175, 24154, -24121, 24093, -24080, -24071, -24048, 24004, -23956, 23901, -23839, 23762, -23724, -23693, -23668, -23636, -23611, -23573, 23499, -23485, -23471, 23356, -23346, -23290, 23246, 23171, 23072]"
7,S223,9,F,30,60,,"[24306, -24387, 24437, -24428, -24427, -24416, 24394, -24440, 24560, 24603, 24597, 24680, 24694, -24702, 24716, -24720, -24769, 24797, -24848, 24899, 24978, -25030, 25086, -25151, 25215, 25147, 25077, 25160, 25262, 25323, 25252, 25209, 25259, -25349, 25377, 25431, -25457, 25474, -25520, 25574, -25647, 25734, 25851, 25924, 25994, 26043, -26047, 26054, -26079, 26097, -26102, 26120, -26126, 26125, 26153, -26168, 15148, -26168, 26184, -26205, 15149, -26205, -26204, -26206, -26208, 26212, -26207, -26196, 26192, -26170, -26166, -26163, -26146, 26137]"
7,S227,7,F,30,60,,"[15042, -21900, 21974, 22080, 22170, 22278, 22357, -22468, 22522, 22602, 22736, 22858, 22974, -23122, 23170, 23247, 23310, 23364, -23429, 15069]"
7,S232,9,F,30,60,,"[15036, -21763, -21755, -21763, 21783, -21848, 21901, 21953, 22068, 22183, 22235, -22355, 22408, 22527, -22582, 22626, 22706, -22808, 22859, -22915, 22980, -23035, 23112, 23195, -23273, 23302, -23349, -23429, 15069]"
7,S240,7,F,30,30,,"[15036, -21763, -21755, 21719, 21683, -21663, 21656, 21618, -21592, -21567, 21539, 21490, -21513, 21603, -21701, 21765, -21793, -21804, -21841, -21871, -21902, 21913, 21941, -21931, -21922, -21925, -21940, -21969, -21997, -22041, -22049, -22051, -22037, -22021, -22009, -22015, 22033, 22129, 22188, -22224, 22263, -22277, -22345, 22400, 22444, -22389, 22379, -22399, -22481, -22526, -22556, 22583, -22604, 22628, -22695, -22829, -22866, 22923, -23033, 23124, -23168, -23205, -23211, -23219, 23231, -23256, 23303, 23365, 23337, 23302, -23349, -23429, 15069]"
7,S248,7,F,30,60,,"[15069, -23429, 23470, -23506, 23582, -23657, 23590, 23508, 23438, 23369, 23348, -23339, -23332, -23326, 23299, 23258, -23185, 23127, -23037, 22988, 22913, 22874, -22824, 22750, 22636, -22568, 22483, 22409, -22381, 22328, -22304, -22241, 22217, -22226, -22205, 22198, 22182, -22171, -22162, 22089, 21959, -21951, -21938, -21917, -21907, 21891, 21849, -21802, 21794, -21775, 21741, 21704, -21680, -21654, 21638, -21596, -21573, -21537, 21505, -21491, 21423, -21382, -21315, 21308, 21290, 21205, 21253, -21298, 21380, 21430, -21417, 21362, -21213, 15024]"
7,D461,12,T,30,0,,"[10025, -26470, -26478, -26484, -26494, 26496, -26500, -26508, -26517, 26522, -26531, 26542, -26553, 26558, -26568, 26574, 26602, 26616, -26620, -26631, 26642, -26659, 26664, -26671, 26689, -26692, -26695, 26675, -26667, -26651, -26650, -26649, -26647, -26643, 26639, -26637, -26632, -26630, -26623, -26614, -26608, -26601, 26589, -26586, -26544, -26567, 26585, 26605, 26618, -26612, 26593, -26574, -26569, -26555, -26535, 26514, -26501, -26480, -26468, -26462, 26457, -26435, -26431, -26419, -26408, -26402, 26395, -26379, 26350, -26343, -26315, -26288, -26262, 26247, -26234, -26225, -26213, -26200, -26176, -26149, -26110, -26053, -25983, -25973, -25972, -25968, -25958, -25969, -25964, -25927, -25926, -25912, -25902, -25874, -25818, 25770, -25719, 25678, -25698, 25720, -25704, 25677, -25658, 25635, -25618, 25586, -25568, 25540, -25510, 25490, -25464, 25440, -25425, 25393, -25362, -25341, 25327, -25341, -25362, 25393, -25425, 25440, -25464, 25490, -25510, 25540, -25568, 25586, -25618, -25635, -25658, 25677, -25704, 25720, -25698, 25678, -25719, 25770, -25818, -25874, -25902, -25912, -25926, -25927, -25964, -25969, -25958, -25968, -25972, -25973, -25983, -26053, -26091, -26134, -26159, -26211, -26223, 26247, -26262, -26288, -26315, -26343, 26350, -26379, 26395, -26402, -26408, -26419, -26431, -26435, 26457, -26462, -26468, 26480, -26501, 26514, -26535, -26555, -26569, -26574, 26593, -26612, 26618, 26605, 26585, -26567, -26544, -26586, 26589, -26601, -26608, -26614, -26623, -26630, -26632, -26637, 26639, -26643, -26647, -26649, -26650, -26651, -26667, 26675, -26695, -26692, 26689, -26671, 26664, -26659, 26642, -26631, -26620, 26616, 26602, 26574, -26568, 26558, -26553, 26542, -26531, 26522, -26517, -26508, -26500, 26496, -26494, -26484, -26478, -26470, 10025]"
7,S509,7,F,30,30,,"[10019, -15115, -25263, 25286, -25295, -25329, 25346, -25332, 15120, -25281, 25261, -25243, 25189, -25142, 25100, 25080, 25060, 24967, 24911, 24884, 24844, -24793, -24764, 24713, -24640, 24574, 24523, -24488, -24385, 24294, 24333, 24402, 24317, 24259, 24199, 24120, -24104, -24057, -24043, 23987, -23914, 23828, -23914, 23987, -23976, -23943, 23937, 23876, 23808, 23660, -23581, 23513, 23437, 23369, -23304, 23256, -23303, 23365, -23337, 23302, -23349, -23429, 15069]"
7,S513,7,F,30,0,,"[10019, -15115, -25263, 25286, -25295, -25329, 25346, -25332, 15120, -25281, 25261, -25243, 25189, -25142, 25100, 25080, 25060, 24967, 24911, 24884, 24844, -24793, -24764, -24751, 24642, -24600, 24514, 24503, -24484, 24445, -24408, -24393, -24388, 24339, 24302, -24255, 24199, 24120, -24104, -24057, -24043, 23987, -23914, 23828, -23738, -23764, -23758, -23757, -23747, 23631, -23463, 23387, 23338, -23215, 23190, -23160, -23108, -23069, -22989, -22963, -22905, 22879, -22995, -23092, -23128, -23151, 23225, -23266, -23284, -23340, 23370, -23379, -23451, -23454, -23464, 23482, -23513, 23584, -23637, 23674, -23687, -23705, -23750, -23826, 23712, 23657, 23582, 23506, 23470, -23429, 15069]"
7,S519/520,3,T,30,30,,"[10019, -15115, 25263, -25286, -25295, 25329, 25346, -25359, 25396, 25423, -25443, 25473, 25493, -25522, 25545, -25521, 25495, -25476, -25452, 10021, -25452, 25401, -25384, 25344, 25266, -25305, 25350, -25418, 25499, -25432, -25353, 25306, -25353, -25404, 25481, -25548, 25500, -25548, 25623, 25686]"
7,S525,7,T,30,30,,"[15062, -22849, 22796, -22760, 22718, -22683, -22673, -22661, 22629, -22584, 22562, 22546, -22528, 22457, -22465, -22477, -22474, -22443, 22422, -22377, 22351, -22373, -22384, 22404, -22431, 22461, -22500, 22585, -22651, 22714, -22761, 22784, -22818, 22848, 22875]"
7,S551,7,T,40,0,,"[24243, -24217, -24245, -24264, -24284, -24343, -24419, -24438, -24464, -24499, -24711, -24799, 24832, -24855, -24905, 15101, -24905, 24956, -25035, 15105, -25035, -24956, -24905, 15101, -24905, -24855, 24832, -24799, -24711, -24516, -24443, -24396, -24365, -24322, -24289, -24272, -24241, -24243, 24308, 24376, 24285, 24173, 24081, 24221, 24308]"
7,SF94,9,F,30,30,,"[23163, 23072, 22945, -22873, 22833, 22748, -22734, 22722, 22670, 22610, -22662, 22721, -22649, -22635, -22589, 15056]"
7,SF546,9,F,60,60,,"[15051, -22310, -22255, -22229, -22215, 22151, -22100, -22072, 22116, -22196, 22202, 22257, -22329, 22383, -22375, -22363, 22315, 22253, 22213, 22157, 22090, 22067, -22042, -21984, 21961, -21937, 21895, 21842, -21798, 21751, -21700, -21671, -21664, -21658, 21684, 21711, -21750, 21782, 21816, -21851, -21880, -21860, -21927, 15041, -21927, -21965, -21979, -21980, -21983, 22000, -21992, -21952, 21909, -21929, 21987, -22111, 22156, 22103]"
7,S004,7,T,30,30,,"[25381, 25430, -25534, -25640, 25685, -25748, -25778, -25803, -25833, -25838, -25824, -25800, -25808, -25814, -25841, -25868, -25869, -25876, 25884, 25901, 25928, -25934, 25955, -25974, 25984, 26013, 26024, 26046, -26061, 26097, -26102, 26120, -26126, 26125, -26122, -26113, -26104, -26070, -26082, 26078, 26029, 26015, 25981, 25933, -25894, -25890, -25914, -25915, 25879, 25831, 25754, -25722, 25713, -25693, 25673, 25651, 25606, 25584, -25557, 25538, -25563, 25585, -25613, 25632, -25621, 25586, -25562, 25536, -25511, 25489, -25469, -25441, -25419, 25393, -25362, 25341, -25327, 25299, -25280, 25261, -25243, 25189, 25142, -25100, -25080, 25060, 25008, 24925, 24852, 24806, 24852, 24925, 25008, 25060, -25080, -25100, 25142, 25189, -25243, 25261, -25280, 25299, -25327, 25341, -25362, 25393, -25419, -25441, -25469, 25489, -25511, 25536, -25562, 25586, -25621, 25632, -25613, 25585, -25563, 25538, -25557, 25584, 25606, 25651, 25673, -25693, 25713, -25722, 25754, 25831, 25879, -25915, -25914, -25890, -25894, 25933, 25981, 26015, 26029, 26078, -26082, -26070, -26104, -26113, -26122, 26125, -26126, 26120, -26102, 26097, -26061, 26046, 26024, 26013, 25984, -25974, 25955, -25934, 25928, 25901, 25884, -25876, -25869, -25836, -25815, -25807, -25784, -25827, -25822, -25799, -25768, -25746, -25669, 25685, -25640, -25534, 25430, 25381]"
7,SF453,13,T,60,60,,"[20869, -20922, -21195, -21464, -21534, -21726, -22006, -22284, -22356, -22537, -22921, -23362, -23497, -23675, -23716, -23829, -23924, -23953, -24012, 24081, -24221, 24308, -24243, -24217, -24245, -24264, -24284, -24343, -24419, -24438, -24464, -24499, -24711, 24799, -24832, -24855, -24905, 15101, -24905, -24855, -24832, 24799, -24711, -24516, -24443, -24396, -24365, -24322, -24289, -24272, -24241, -24243, 24308, -24221, 24081, -24012, -23928, -23845, -23681, -23501, -23367, -22924, -22544, -22353, -22280, -21999, -21716, -21551, -21468, -21197, -20924, -20878, 20870]"
8,UVX,2,F,6,10,4,"[66744, -66743, -66750, -66768, 66770, -71485, -66769, -66771, -66775, 66788, -66793, -66810, -66812, -66818, -66828, -66826, -66841, 50024, -66841, -66826, -66825, -66837, -66874, 66882, -66893, -71504, -66922, 66941, -66966, -66985, 67000, -67003, -67023, 67041, -67061, -71553, -71555, -67060, 67059, -67058, -67057, -67066, 67092, -67090, -67091, -67110, -67121, -67147, -67191, 67190, -67187, -67171, -67169, 67172, -67174, -67173, -67175, -67180, -67211, 67255, -67284, -67292, -67299, -67328, -67357, -67366, 67371, -67373, -67374, -67375, -67377, 67380, -67382, 67383, -67391, -67408, -67409, -67413, 67421, -67396, -67411, -60530, -60529, -60528, -67407, -67405, -63443, -67461, 50029]"
9,M807_NoCnty,13,T,40,0,,"[50040, -69611, -69598, -69589, -69585, -69563, -69559, -69586, -69590, -69594, -69597, 69602, -69614, -69641, 69649, -69675, -62003, -69678, -69681, -69680, -69682, -69683, -69677, -62014, -62016, -69672, -69665, -62020, 69660, -69655, -69659, 69662, -69658, 69656, -69661, -69664, 69638, -69595, 69517, -69444, -69421, -69370, -69322, 69310, -69231, -69229, -69237, -69235, 69241, -69238, 69177, -69034, 68967, -68881, -68783, -68743, -68681, -68611, 68610, 68562, -68515, -68480, -68442, -68388, -68342, -68305, -68257, -68218, -68158, -68062, -63477, -67999, -67957, -67951, -63467, -67893, -67892, -63466, -67894, -67859, -67840, -67796, -67788, -67764, 67753, -67709, -67707, 67702, -67697, -67701, 63453, -67620, -67601, -67597, -67600, -67604, -67559, -67513, 67516, 67517, 67478, -67477, 67466, -67470, -67474, -67472, 67456, -67437, -67433, -67431, -67418, -67408, -67409, 67413]"
